period,region_code,region_name,export_usd,import_usd,balance_usd,source
2024-01,CN,중국,10695827418.0,12396979945.0,-1701152527.0,관세청 국가별 수출입실적 집계
2024-01,EU27,EU(27),5699834632.0,4552810736.0,1147023896.0,관세청 국가별 수출입실적 집계
2024-01,IN,인도,1538077633.0,543855913.0,994221720.0,관세청 국가별 수출입실적 집계
2024-01,JP,일본,2542908586.0,3755030685.0,-1212122099.0,관세청 국가별 수출입실적 집계
2024-01,LATAM,중남미,2067382805.0,2198608687.0,-131225882.0,관세청 국가별 수출입실적 집계
2024-01,MIDDLE_EAST,중동,2367454464.0,7959185035.0,-5591730571.0,관세청 국가별 수출입실적 집계
2024-01,US,미국,10252307887.0,6138061715.0,4114246172.0,관세청 국가별 수출입실적 집계
2024-02,ASEAN,아세안,8507344835.0,6226588559.0,2280756276.0,관세청 국가별 수출입실적 집계
2024-02,CIS,CIS,1218920766.0,685846075.0,533074691.0,관세청 국가별 수출입실적 집계
2024-02,CN,중국,9644036815.0,9429122808.0,214914007.0,관세청 국가별 수출입실적 집계
2024-02,EU27,EU(27),5663443501.0,4777784547.0,885658954.0,관세청 국가별 수출입실적 집계
2024-02,IN,인도,1474545406.0,557305743.0,917239663.0,관세청 국가별 수출입실적 집계
2024-02,JP,일본,2374211317.0,3722297932.0,-1348086615.0,관세청 국가별 수출입실적 집계
2024-02,LATAM,중남미,2248848653.0,2361964630.0,-113115977.0,관세청 국가별 수출입실적 집계
2024-02,MIDDLE_EAST,중동,2168273193.0,7312273382.0,-5144000189.0,관세청 국가별 수출입실적 집계
2024-02,US,미국,9809052632.0,5612523135.0,4196529497.0,관세청 국가별 수출입실적 집계
2024-03,ASEAN,아세안,9459155424.0,6403177948.0,3055977476.0,관세청 국가별 수출입실적 집계
2024-03,CIS,CIS,822084118.0,836343642.0,-14259524.0,관세청 국가별 수출입실적 집계
2024-03,CN,중국,10520354820.0,11409747500.0,-889392680.0,관세청 국가별 수출입실적 집계
2024-03,EU27,EU(27),5705361250.0,5557456987.0,147904263.0,관세청 국가별 수출입실적 집계
2024-03,IN,인도,1512488515.0,497623285.0,1014865230.0,관세청 국가별 수출입실적 집계
2024-03,JP,일본,2127248532.0,4080885372.0,-1953636840.0,관세청 국가별 수출입실적 집계
2024-03,LATAM,중남미,2644906005.0,1970904533.0,674001472.0,관세청 국가별 수출입실적 집계
2024-03,MIDDLE_EAST,중동,2363754043.0,7656920171.0,-5293166128.0,관세청 국가별 수출입실적 집계
2024-03,US,미국,10880792519.0,5975810637.0,4904981882.0,관세청 국가별 수출입실적 집계
2024-04,ASEAN,아세안,9031552289.0,6440194790.0,2591357499.0,관세청 국가별 수출입실적 집계
2024-04,CIS,CIS,848201618.0,697694185.0,150507433.0,관세청 국가별 수출입실적 집계
2024-04,CN,중국,10475410103.0,12425106138.0,-1949696035.0,관세청 국가별 수출입실적 집계
2024-04,EU27,EU(27),5649026032.0,5320218656.0,328807376.0,관세청 국가별 수출입실적 집계
2024-04,IN,인도,1568003902.0,520352257.0,1047651645.0,관세청 국가별 수출입실적 집계
2024-04,JP,일본,2438707645.0,4130443190.0,-1691735545.0,관세청 국가별 수출입실적 집계
2024-04,LATAM,중남미,2241644404.0,2300326691.0,-58682287.0,관세청 국가별 수출입실적 집계
2024-04,MIDDLE_EAST,중동,2460591315.0,8462714925.0,-6002123610.0,관세청 국가별 수출입실적 집계
2024-04,US,미국,11400587279.0,6012892595.0,5387694684.0,관세청 국가별 수출입실적 집계
2024-05,ASEAN,아세안,10136967789.0,6065734671.0,4071233118.0,관세청 국가별 수출입실적 집계
2024-05,CIS,CIS,863500409.0,977073469.0,-113573060.0,관세청 국가별 수출입실적 집계
2024-05,CN,중국,11378216923.0,12287459379.0,-909242456.0,관세청 국가별 수출입실적 집계
2024-05,EU27,EU(27),5815811497.0,5380383914.0,435427583.0,관세청 국가별 수출입실적 집계
2024-05,IN,인도,1678332820.0,478546531.0,1199786289.0,관세청 국가별 수출입실적 집계
2024-05,JP,일본,2606050053.0,3443525924.0,-837475871.0,관세청 국가별 수출입실적 집계
2024-05,LATAM,중남미,2251093384.0,2561313149.0,-310219765.0,관세청 국가별 수출입실적 집계
2024-05,MIDDLE_EAST,중동,2143228408.0,7824069822.0,-5680841414.0,관세청 국가별 수출입실적 집계
2024-05,US,미국,10930528725.0,6375264221.0,4555264504.0,관세청 국가별 수출입실적 집계
2024-06,ASEAN,아세안,9564416485.0,5834388619.0,3730027866.0,관세청 국가별 수출입실적 집계
2024-06,CIS,CIS,927231052.0,523712412.0,403518640.0,관세청 국가별 수출입실적 집계
2024-06,CN,중국,10706131450.0,10941026339.0,-234894889.0,관세청 국가별 수출입실적 집계
2024-06,EU27,EU(27),5057021078.0,5643158490.0,-586137412.0,관세청 국가별 수출입실적 집계
2024-06,IN,인도,1554083158.0,517579826.0,1036503332.0,관세청 국가별 수출입실적 집계
2024-06,JP,일본,2382040521.0,3507948302.0,-1125907781.0,관세청 국가별 수출입실적 집계
2024-06,LATAM,중남미,2082559687.0,1879804306.0,202755381.0,관세청 국가별 수출입실적 집계
2024-06,MIDDLE_EAST,중동,2159059659.0,7557327858.0,-5398268199.0,관세청 국가별 수출입실적 집계
2024-06,US,미국,11295692974.0,5496912330.0,5798780644.0,관세청 국가별 수출입실적 집계
2024-07,ASEAN,아세안,9909146744.0,6562425760.0,3346720984.0,관세청 국가별 수출입실적 집계
2024-07,CIS,CIS,1007693548.0,596144477.0,411549071.0,관세청 국가별 수출입실적 집계
2024-07,CN,중국,11388071073.0,11942845677.0,-554774604.0,관세청 국가별 수출입실적 집계
2024-07,EU27,EU(27),5545654822.0,5080831831.0,464822991.0,관세청 국가별 수출입실적 집계
2024-07,IN,인도,1616302689.0,570073635.0,1046229054.0,관세청 국가별 수출입실적 집계
2024-07,JP,일본,2597690351.0,4107365096.0,-1509674745.0,관세청 국가별 수출입실적 집계
2024-07,LATAM,중남미,2307898256.0,2752776566.0,-444878310.0,관세청 국가별 수출입실적 집계
2024-07,MIDDLE_EAST,중동,2924061989.0,7153232100.0,-4229170111.0,관세청 국가별 수출입실적 집계
2024-07,US,미국,10184398776.0,7921852061.0,2262546715.0,관세청 국가별 수출입실적 집계
2024-08,ASEAN,아세안,9736748093.0,7148278672.0,2588469421.0,관세청 국가별 수출입실적 집계
2024-08,CIS,CIS,1027870043.0,1188633695.0,-160763652.0,관세청 국가별 수출입실적 집계
2024-08,CN,중국,11340798613.0,11482790952.0,-141992339.0,관세청 국가별 수출입실적 집계
2024-08,EU27,EU(27),6404849038.0,5100254468.0,1304594570.0,관세청 국가별 수출입실적 집계
2024-08,IN,인도,1636205538.0,584788706.0,1051416832.0,관세청 국가별 수출입실적 집계
2024-08,JP,일본,2500141119.0,3914420512.0,-1414279393.0,관세청 국가별 수출입실적 집계
2024-08,LATAM,중남미,2281845906.0,2195866032.0,85979874.0,관세청 국가별 수출입실적 집계
2024-08,MIDDLE_EAST,중동,1926846678.0,7890631182.0,-5963784504.0,관세청 국가별 수출입실적 집계
2024-08,US,미국,9937503517.0,6257982509.0,3679521008.0,관세청 국가별 수출입실적 집계
2024-09,ASEAN,아세안,9389795408.0,6582877136.0,2806918272.0,관세청 국가별 수출입실적 집계
2024-09,CIS,CIS,984468117.0,688975009.0,295493108.0,관세청 국가별 수출입실적 집계
2024-09,CN,중국,11626573036.0,11221399945.0,405173091.0,관세청 국가별 수출입실적 집계
2024-09,EU27,EU(27),6001959143.0,6018079681.0,-16120538.0,관세청 국가별 수출입실적 집계
2024-09,IN,인도,1469018220.0,427292764.0,1041725456.0,관세청 국가별 수출입실적 집계
2024-09,JP,일본,2478851054.0,4085613362.0,-1606762308.0,관세청 국가별 수출입실적 집계
2024-09,LATAM,중남미,1991113012.0,2305398859.0,-314285847.0,관세청 국가별 수출입실적 집계
2024-09,MIDDLE_EAST,중동,2157911169.0,7028314562.0,-4870403393.0,관세청 국가별 수출입실적 집계
2024-09,US,미국,10411876945.0,5457525183.0,4954351762.0,관세청 국가별 수출입실적 집계
2024-10,ASEAN,아세안,10048449433.0,6886017601.0,3162431832.0,관세청 국가별 수출입실적 집계
2024-10,CIS,CIS,994595826.0,596132148.0,398463678.0,관세청 국가별 수출입실적 집계
2024-10,CN,중국,12172811021.0,12513915718.0,-341104697.0,관세청 국가별 수출입실적 집계
2024-10,EU27,EU(27),5296954705.0,5330231877.0,-33277172.0,관세청 국가별 수출입실적 집계
2024-10,IN,인도,1511924530.0,544731122.0,967193408.0,관세청 국가별 수출입실적 집계
2024-10,JP,일본,2423573394.0,4378338751.0,-1954765357.0,관세청 국가별 수출입실적 집계
2024-10,LATAM,중남미,2106567134.0,2438603574.0,-332036440.0,관세청 국가별 수출입실적 집계
2024-10,MIDDLE_EAST,중동,2137932564.0,7446614651.0,-5308682087.0,관세청 국가별 수출입실적 집계
2024-10,US,미국,10394328403.0,5968730685.0,4425597718.0,관세청 국가별 수출입실적 집계
2024-11,ASEAN,아세안,9804832863.0,6473004460.0,3331828403.0,관세청 국가별 수출입실적 집계
2024-11,CIS,CIS,1041569774.0,552315188.0,489254586.0,관세청 국가별 수출입실적 집계
2024-11,CN,중국,11290361844.0,11445746620.0,-155384776.0,관세청 국가별 수출입실적 집계
2024-11,EU27,EU(27),5439585299.0,5129141517.0,310443782.0,관세청 국가별 수출입실적 집계
2024-11,IN,인도,1452203110.0,554598980.0,897604130.0,관세청 국가별 수출입실적 집계
2024-11,JP,일본,2491515068.0,3991867135.0,-1500352067.0,관세청 국가별 수출입실적 집계
2024-11,LATAM,중남미,2054742622.0,1915178678.0,139563944.0,관세청 국가별 수출입실적 집계
2024-11,MIDDLE_EAST,중동,2219242693.0,7011291640.0,-4792048947.0,관세청 국가별 수출입실적 집계
2024-11,US,미국,10370480931.0,5438200163.0,4932280768.0,관세청 국가별 수출입실적 집계
2024-12,ASEAN,아세안,9649084126.0,6699574383.0,2949509743.0,관세청 국가별 수출입실적 집계
2024-12,CIS,CIS,976386275.0,603100060.0,373286215.0,관세청 국가별 수출입실적 집계
2024-12,CN,중국,11772793118.0,12382339785.0,-609546667.0,관세청 국가별 수출입실적 집계
2024-12,EU27,EU(27),5800800142.0,6858670145.0,-1057870003.0,관세청 국가별 수출입실적 집계
2024-12,IN,인도,1684866636.0,634573254.0,1050293382.0,관세청 국가별 수출입실적 집계
2024-12,JP,일본,2644228071.0,4476094901.0,-1831866830.0,관세청 국가별 수출입실적 집계
2024-12,LATAM,중남미,2048709915.0,2497051208.0,-448341293.0,관세청 국가별 수출입실적 집계
2024-12,MIDDLE_EAST,중동,2353828837.0,7122885013.0,-4769056176.0,관세청 국가별 수출입실적 집계
2024-12,US,미국,11893820362.0,5476549742.0,6417270620.0,관세청 국가별 수출입실적 집계
2025-01,ASEAN,아세안,8607650530.0,6859164064.0,1748486466.0,관세청 국가별 수출입실적 집계
2025-01,CIS,CIS,731068259.0,560118719.0,170949540.0,관세청 국가별 수출입실적 집계
2025-01,CN,중국,9204172269.0,11208793314.0,-2004621045.0,관세청 국가별 수출입실적 집계
2025-01,EU27,EU(27),5040758907.0,4290414449.0,750344458.0,관세청 국가별 수출입실적 집계
2025-01,IN,인도,1463920945.0,535824122.0,928096823.0,관세청 국가별 수출입실적 집계
2025-01,JP,일본,2363796881.0,3587345310.0,-1223548429.0,관세청 국가별 수출입실적 집계
2025-01,LATAM,중남미,2000016635.0,2451592379.0,-451575744.0,관세청 국가별 수출입실적 집계
2025-01,MIDDLE_EAST,중동,1906050146.0,7783932121.0,-5877881975.0,관세청 국가별 수출입실적 집계
2025-01,US,미국,9282566788.0,5839340836.0,3443225952.0,관세청 국가별 수출입실적 집계
2025-02,ASEAN,아세안,9561386783.0,6486985331.0,3074401452.0,관세청 국가별 수출입실적 집계
2025-02,CIS,CIS,1019177245.0,523652353.0,495524892.0,관세청 국가별 수출입실적 집계
2025-02,CN,중국,9505605066.0,9485141464.0,20463602.0,관세청 국가별 수출입실적 집계
2025-02,EU27,EU(27),5072725751.0,5131146607.0,-58420856.0,관세청 국가별 수출입실적 집계
2025-02,IN,인도,1595804410.0,539824960.0,1055979450.0,관세청 국가별 수출입실적 집계
2025-02,JP,일본,2265013927.0,4192447648.0,-1927433721.0,관세청 국가별 수출입실적 집계
2025-02,LATAM,중남미,1943657585.0,2038101441.0,-94443856.0,관세청 국가별 수출입실적 집계
2025-02,MIDDLE_EAST,중동,2444750769.0,6548197853.0,-4103447084.0,관세청 국가별 수출입실적 집계
2025-02,US,미국,9889640386.0,5739597567.0,4150042819.0,관세청 국가별 수출입실적 집계
2025-03,ASEAN,아세안,10242707610.0,6651661706.0,3591045904.0,관세청 국가별 수출입실적 집계
2025-03,CIS,CIS,1068776968.0,507337270.0,561439698.0,관세청 국가별 수출입실적 집계
2025-03,CN,중국,10057086286.0,11377002295.0,-1319916009.0,관세청 국가별 수출입실적 집계
2025-03,EU27,EU(27),6258648278.0,6143867138.0,114781140.0,관세청 국가별 수출입실적 집계
2025-03,IN,인도,1502347470.0,592525336.0,909822134.0,관세청 국가별 수출입실적 집계
2025-03,JP,일본,2158841627.0,4579729156.0,-2420887529.0,관세청 국가별 수출입실적 집계
2025-03,LATAM,중남미,2182424405.0,2443125536.0,-260701131.0,관세청 국가별 수출입실적 집계
2025-03,MIDDLE_EAST,중동,2479475707.0,7060602069.0,-4581126362.0,관세청 국가별 수출입실적 집계
2025-03,US,미국,11109476018.0,5391830286.0,5717645732.0,관세청 국가별 수출입실적 집계
2025-04,ASEAN,아세안,9396445010.0,6757401654.0,2639043356.0,관세청 국가별 수출입실적 집계
2025-04,CIS,CIS,1161789927.0,780207701.0,381582226.0,관세청 국가별 수출입실적 집계
2025-04,CN,중국,10870288852.0,12504100460.0,-1633811608.0,관세청 국가별 수출입실적 집계
2025-04,EU27,EU(27),6621594015.0,5041664527.0,1579929488.0,관세청 국가별 수출입실적 집계
2025-04,IN,인도,1702786752.0,504823873.0,1197962879.0,관세청 국가별 수출입실적 집계
2025-04,JP,일본,2304321279.0,4477624699.0,-2173303420.0,관세청 국가별 수출입실적 집계
2025-04,LATAM,중남미,2341731614.0,2590514424.0,-248782810.0,관세청 국가별 수출입실적 집계
2025-04,MIDDLE_EAST,중동,2402446734.0,6122120364.0,-3719673630.0,관세청 국가별 수출입실적 집계
2025-04,US,미국,10605998245.0,6139710089.0,4466288156.0,관세청 국가별 수출입실적 집계
2025-05,ASEAN,아세안,10009387511.0,6212243089.0,3797144422.0,관세청 국가별 수출입실적 집계
2025-05,CIS,CIS,1152522004.0,857331470.0,295190534.0,관세청 국가별 수출입실적 집계
2025-05,CN,중국,10446428166.0,11339130414.0,-892702248.0,관세청 국가별 수출입실적 집계
2025-05,EU27,EU(27),6044196481.0,5246885803.0,797310678.0,관세청 국가별 수출입실적 집계
2025-05,IN,인도,1615438483.0,628280447.0,987158036.0,관세청 국가별 수출입실적 집계
2025-05,JP,일본,2372098635.0,3558731480.0,-1186632845.0,관세청 국가별 수출입실적 집계
2025-05,LATAM,중남미,2166049897.0,2118061033.0,47988864.0,관세청 국가별 수출입실적 집계
2025-05,MIDDLE_EAST,중동,1934265280.0,5817163626.0,-3882898346.0,관세청 국가별 수출입실적 집계
2025-05,US,미국,10036995110.0,6773649142.0,3263345968.0,관세청 국가별 수출입실적 집계
2025-06,ASEAN,아세안,9807758057.0,6654633013.0,3153125044.0,관세청 국가별 수출입실적 집계
2025-06,CIS,CIS,1098730037.0,655285762.0,443444275.0,관세청 국가별 수출입실적 집계
2025-06,CN,중국,10424044086.0,11498332488.0,-1074288402.0,관세청 국가별 수출입실적 집계
2025-06,EU27,EU(27),5785912832.0,5714314009.0,71598823.0,관세청 국가별 수출입실적 집계
2025-06,IN,인도,1582584682.0,480171711.0,1102412971.0,관세청 국가별 수출입실적 집계
2025-06,JP,일본,2440272751.0,4054965499.0,-1614692748.0,관세청 국가별 수출입실적 집계
2025-06,LATAM,중남미,2175949414.0,2546762162.0,-370812748.0,관세청 국가별 수출입실적 집계
2025-06,MIDDLE_EAST,중동,2510692924.0,5693522588.0,-3182829664.0,관세청 국가별 수출입실적 집계
2025-06,US,미국,11208004435.0,5986428877.0,5221575558.0,관세청 국가별 수출입실적 집계
2025-07,ASEAN,아세안,10826220780.0,6989624736.0,3836596044.0,관세청 국가별 수출입실적 집계
2025-07,CIS,CIS,1221568139.0,789060973.0,432507166.0,관세청 국가별 수출입실적 집계
2025-07,CN,중국,11047812017.0,12422355149.0,-1374543132.0,관세청 국가별 수출입실적 집계
2025-07,EU27,EU(27),6025444248.0,5865479676.0,159964572.0,관세청 국가별 수출입실적 집계
2025-07,IN,인도,1781514346.0,505445407.0,1276068939.0,관세청 국가별 수출입실적 집계
2025-07,JP,일본,2483646324.0,4103441361.0,-1619795037.0,관세청 국가별 수출입실적 집계
2025-07,LATAM,중남미,2399395723.0,2169141542.0,230254181.0,관세청 국가별 수출입실적 집계
2025-07,MIDDLE_EAST,중동,2205262242.0,6217886169.0,-4012623927.0,관세청 국가별 수출입실적 집계
2025-07,US,미국,10333446398.0,6418521088.0,3914925310.0,관세청 국가별 수출입실적 집계
2025-08,ASEAN,아세안,10884427443.0,7083733459.0,3800693984.0,관세청 국가별 수출입실적 집계
2025-08,CIS,CIS,1116709747.0,760255710.0,356454037.0,관세청 국가별 수출입실적 집계
2025-08,CN,중국,10990269226.0,11556618086.0,-566348860.0,관세청 국가별 수출입실적 집계
2025-08,EU27,EU(27),5779828670.0,5015956473.0,763872197.0,관세청 국가별 수출입실적 집계
2025-08,IN,인도,1591153439.0,538802159.0,1052351280.0,관세청 국가별 수출입실적 집계
2025-08,JP,일본,2376745621.0,3626223106.0,-1249477485.0,관세청 국가별 수출입실적 집계
2025-08,LATAM,중남미,2045547252.0,1952471071.0,93076181.0,관세청 국가별 수출입실적 집계
2025-08,MIDDLE_EAST,중동,1997322043.0,7452416093.0,-5455094050.0,관세청 국가별 수출입실적 집계
2025-08,US,미국,8718145472.0,5981182420.0,2736963052.0,관세청 국가별 수출입실적 집계
2025-09,ASEAN,아세안,11052906585.0,7195009637.0,3857896948.0,관세청 국가별 수출입실적 집계
2025-09,CIS,CIS,1516555431.0,777263698.0,739291733.0,관세청 국가별 수출입실적 집계
2025-09,CN,중국,11679518529.0,13508597884.0,-1829079355.0,관세청 국가별 수출입실적 집계
2025-09,EU27,EU(27),7157817302.0,6827927745.0,329889557.0,관세청 국가별 수출입실적 집계
2025-09,IN,인도,1721595626.0,626758184.0,1094837442.0,관세청 국가별 수출입실적 집계
2025-09,JP,일본,2560673735.0,4266280437.0,-1705606702.0,관세청 국가별 수출입실적 집계
2025-09,LATAM,중남미,2568250649.0,1980847996.0,587402653.0,관세청 국가별 수출입실적 집계
2025-09,MIDDLE_EAST,중동,2712846105.0,6179459030.0,-3466612925.0,관세청 국가별 수출입실적 집계
2025-09,US,미국,10267271479.0,5936407036.0,4330864443.0,관세청 국가별 수출입실적 집계
2025-10,ASEAN,아세안,9353240237.0,7063114833.0,2290125404.0,관세청 국가별 수출입실적 집계
2025-10,CIS,CIS,1334909232.0,956291924.0,378617308.0,관세청 국가별 수출입실적 집계
2025-10,CN,중국,11551156245.0,11359092535.0,192063710.0,관세청 국가별 수출입실적 집계
2025-10,EU27,EU(27),5175830271.0,5189544013.0,-13713742.0,관세청 국가별 수출입실적 집계
2025-10,IN,인도,1477351236.0,519715117.0,957636119.0,관세청 국가별 수출입실적 집계
2025-10,JP,일본,2219359712.0,3853664155.0,-1634304443.0,관세청 국가별 수출입실적 집계
2025-10,LATAM,중남미,4452742320.0,2398314579.0,2054427741.0,관세청 국가별 수출입실적 집계
2025-10,MIDDLE_EAST,중동,1946559454.0,6239797030.0,-4293237576.0,관세청 국가별 수출입실적 집계
2025-10,US,미국,8711425059.0,6283533691.0,2427891368.0,관세청 국가별 수출입실적 집계
2025-11,ASEAN,아세안,10427126019.0,6511006237.0,3916119782.0,관세청 국가별 수출입실적 집계
2025-11,CIS,CIS,1305290148.0,718874292.0,586415856.0,관세청 국가별 수출입실적 집계
2025-11,CN,중국,12040140678.0,11962697890.0,77442788.0,관세청 국가별 수출입실적 집계
2025-11,EU27,EU(27),5337962321.0,5670262242.0,-332299921.0,관세청 국가별 수출입실적 집계
2025-11,IN,인도,1477040268.0,430629058.0,1046411210.0,관세청 국가별 수출입실적 집계
2025-11,JP,일본,2306194973.0,3934706515.0,-1628511542.0,관세청 국가별 수출입실적 집계
2025-11,LATAM,중남미,1912658046.0,1993583227.0,-80925181.0,관세청 국가별 수출입실적 집계
2025-11,MIDDLE_EAST,중동,2659731349.0,4838687121.0,-2178955772.0,관세청 국가별 수출입실적 집계
2025-11,US,미국,10352809140.0,6102241626.0,4250567514.0,관세청 국가별 수출입실적 집계
2025-12,ASEAN,아세안,12323146586.0,7718721369.0,4604425217.0,관세청 국가별 수출입실적 집계
2025-12,CIS,CIS,938966057.0,842364688.0,96601369.0,관세청 국가별 수출입실적 집계
2025-12,CN,중국,12964960895.0,13729115193.0,-764154298.0,관세청 국가별 수출입실적 집계
2025-12,EU27,EU(27),5829702790.0,6621601282.0,-791898492.0,관세청 국가별 수출입실적 집계
2025-12,IN,인도,1719209860.0,518728014.0,1200481846.0,관세청 국가별 수출입실적 집계
2025-12,JP,일본,2456896027.0,4673371204.0,-2216475177.0,관세청 국가별 수출입실적 집계
2025-12,LATAM,중남미,2197599980.0,2066003476.0,131596504.0,관세청 국가별 수출입실적 집계
2025-12,MIDDLE_EAST,중동,2808106164.0,5288882836.0,-2480776672.0,관세청 국가별 수출입실적 집계
2025-12,US,미국,12335136415.0,6773605423.0,5561530992.0,관세청 국가별 수출입실적 집계
2026-01,ASEAN,아세안,12091718780.0,8017987874.0,4073730906.0,관세청 국가별 수출입실적 집계
2026-01,CIS,CIS,718270892.0,597873138.0,120397754.0,관세청 국가별 수출입실적 집계
2026-01,CN,중국,13527392577.0,13189580496.0,337812081.0,관세청 국가별 수출입실적 집계
2026-01,EU27,EU(27),5401177982.0,5725396349.0,-324218367.0,관세청 국가별 수출입실적 집계
2026-01,IN,인도,1684687550.0,525073988.0,1159613562.0,관세청 국가별 수출입실적 집계
2026-01,JP,일본,2245851385.0,3900671338.0,-1654819953.0,관세청 국가별 수출입실적 집계
2026-01,LATAM,중남미,2193688180.0,2471288635.0,-277600455.0,관세청 국가별 수출입실적 집계
2026-01,MIDDLE_EAST,중동,2182582464.0,6368465397.0,-4185882933.0,관세청 국가별 수출입실적 집계
2026-01,US,미국,12006726701.0,6761951366.0,5244775335.0,관세청 국가별 수출입실적 집계
2026-02,ASEAN,아세안,12592448892.0,7359430227.0,5233018665.0,관세청 국가별 수출입실적 집계
2026-02,CIS,CIS,793334793.0,551592435.0,241742358.0,관세청 국가별 수출입실적 집계
2026-02,CN,중국,12778486869.0,11634017480.0,1144469389.0,관세청 국가별 수출입실적 집계
2026-02,EU27,EU(27),5565677943.0,5870465869.0,-304787926.0,관세청 국가별 수출입실적 집계
2026-02,IN,인도,1739790073.0,453647815.0,1286142258.0,관세청 국가별 수출입실적 집계
2026-02,JP,일본,2392260423.0,3980504334.0,-1588243911.0,관세청 국가별 수출입실적 집계
2026-02,LATAM,중남미,2092893759.0,2128412106.0,-35518347.0,관세청 국가별 수출입실적 집계
2026-02,MIDDLE_EAST,중동,2362267433.0,5531841871.0,-3169574438.0,관세청 국가별 수출입실적 집계
2026-02,US,미국,12704284715.0,5759089428.0,6945195287.0,관세청 국가별 수출입실적 집계
2026-03,ASEAN,아세안,14061087517.0,8474681315.0,5586406202.0,관세청 국가별 수출입실적 집계
2026-03,CIS,CIS,936559224.0,647600332.0,288958892.0,관세청 국가별 수출입실적 집계
2026-03,CN,중국,16685519188.0,14126113230.0,2559405958.0,관세청 국가별 수출입실적 집계
2026-03,EU27,EU(27),7470796342.0,7395583135.0,75213207.0,관세청 국가별 수출입실적 집계
2026-03,IN,인도,1966477881.0,634088746.0,1332389135.0,관세청 국가별 수출입실적 집계
2026-03,JP,일본,2918758554.0,5111054470.0,-2192295916.0,관세청 국가별 수출입실적 집계
2026-03,LATAM,중남미,3048651111.0,2684676863.0,363974248.0,관세청 국가별 수출입실적 집계
2026-03,MIDDLE_EAST,중동,1654070039.0,5457666047.0,-3803596008.0,관세청 국가별 수출입실적 집계
2026-03,US,미국,16419950914.0,7236964627.0,9182986287.0,관세청 국가별 수출입실적 집계
2026-04,ASEAN,아세안,15314805067.0,8722799004.0,6592006063.0,관세청 국가별 수출입실적 집계
2026-04,CIS,CIS,1022521610.0,907099900.0,115421710.0,관세청 국가별 수출입실적 집계
2026-04,CN,중국,17665775164.0,15590890800.0,2074884364.0,관세청 국가별 수출입실적 집계
2026-04,EU27,EU(27),7184851773.0,6024655119.0,1160196654.0,관세청 국가별 수출입실적 집계
2026-04,IN,인도,2416741484.0,698212193.0,1718529291.0,관세청 국가별 수출입실적 집계
2026-04,JP,일본,2981619061.0,4496151777.0,-1514532716.0,관세청 국가별 수출입실적 집계
2026-04,LATAM,중남미,2614015065.0,2797104873.0,-183089808.0,관세청 국가별 수출입실적 집계
2026-04,MIDDLE_EAST,중동,1978314238.0,4521886776.0,-2543572538.0,관세청 국가별 수출입실적 집계
2026-04,US,미국,16359174314.0,8330306402.0,8028867912.0,관세청 국가별 수출입실적 집계
2026-05,ASEAN,아세안,15827933175.0,7381069765.0,8446863410.0,관세청 국가별 수출입실적 집계
2026-05,CIS,CIS,931051026.0,758925281.0,172125745.0,관세청 국가별 수출입실적 집계
2026-05,CN,중국,18883273656.0,15097201176.0,3786072480.0,관세청 국가별 수출입실적 집계
2026-05,EU27,EU(27),6234469024.0,6194173394.0,40295630.0,관세청 국가별 수출입실적 집계
2026-05,IN,인도,1955195312.0,652952460.0,1302242852.0,관세청 국가별 수출입실적 집계
2026-05,JP,일본,2640921923.0,4292956230.0,-1652034307.0,관세청 국가별 수출입실적 집계
2026-05,LATAM,중남미,2908634044.0,2371139309.0,537494735.0,관세청 국가별 수출입실적 집계
2026-05,MIDDLE_EAST,중동,1929593476.0,5370865913.0,-3441272437.0,관세청 국가별 수출입실적 집계
2026-05,US,미국,15981424196.0,7518118978.0,8463305218.0,관세청 국가별 수출입실적 집계
2026-06,ASEAN,아세안,18196459628.0,8723982737.0,9472476891.0,관세청 국가별 수출입실적 집계
2026-06,CIS,CIS,1091875645.0,768028523.0,323847122.0,관세청 국가별 수출입실적 집계
2026-06,CN,중국,20002319069.0,16422805296.0,3579513773.0,관세청 국가별 수출입실적 집계
2026-06,EU27,EU(27),7632335567.0,6825996768.0,806338799.0,관세청 국가별 수출입실적 집계
2026-06,IN,인도,2104345865.0,774956507.0,1329389358.0,관세청 국가별 수출입실적 집계
2026-06,JP,일본,2797700545.0,4987561668.0,-2189861123.0,관세청 국가별 수출입실적 집계
2026-06,LATAM,중남미,3055390648.0,2532073800.0,523316848.0,관세청 국가별 수출입실적 집계
2026-06,MIDDLE_EAST,중동,2553008209.0,6118117973.0,-3565109764.0,관세청 국가별 수출입실적 집계
2026-06,US,미국,20001821829.0,7910343302.0,12091478527.0,관세청 국가별 수출입실적 집계
2026-07,ASEAN,아세안,18805534829.0,8890655372.0,9914879457.0,관세청 국가별 수출입실적 집계
2026-07,CIS,CIS,1117590506.0,955624208.0,161966298.0,관세청 국가별 수출입실적 집계
2026-07,CN,중국,21681183695.0,16317852371.0,5363331324.0,관세청 국가별 수출입실적 집계
2026-07,EU27,EU(27),9377057870.0,5927727743.0,3449330127.0,관세청 국가별 수출입실적 집계
2026-07,IN,인도,2583451093.0,728277892.0,1855173201.0,관세청 국가별 수출입실적 집계
2026-07,JP,일본,2753565356.0,4904968146.0,-2151402790.0,관세청 국가별 수출입실적 집계
